tweet,label,sw_count,len_tweet,asterisk
 he’s a cocky sob who needs to be brought down to his knees,EXP,1,59,0
 i get what you mean though i have never personally seen any liberals complain about white conservative people immigrating here from poland or wherever does that happen on a large scale i guess a better way to phrase my initial point would be diverse immigration.,NOTABU,0,263,0
" and i'm sure she's for common sense gun control as long as she has gun toting bodyguards.""",NOTABU,0,91,0
 i hope you don't make it!,NOTABU,0,26,0
 because the possibility she was honoring the woman's request for confidentiality isn't a thing conservatives be capable of grasping.,NOTABU,0,133,0
"91.3fm the edge is playing what you are by audioslave.""",NOTABU,0,55,0
 condemning antifa violence is fine too bro,NOTABU,0,43,0
 imagine unironically believing that liberals support antifa,NOTABU,0,60,0
 well you may be right always the optimist i'm going to carry on with my possibly deranged mission to believe we can achieve a united front.,NOTABU,1,140,0
 tim kaine completely silent himtoo vasen violentleft antifa muslim virginia url,NOTABU,0,80,0
shuving tide pods in mouth need more gun control nomnom nom nom,NOTABU,0,63,0
 i don't understand why conservatives place so much faith on having a majority conservative in scotus...we have forgotten than we've had - and - up there and roe v wade was not overturned.,NOTABU,1,188,0
 nice pic,NOTABU,0,9,0
 hi i love youuuuuu i hope you are doing okay right now ariana i lovee youuuu,NOTABU,0,77,0
 yes im the cousin of the infamous cheese ,NOTABU,1,42,0
 yet the number of applications from liberals that were rejected was higher then yours you sound salty that the liberals had more people looking for use this program but you guys just had people with worst values.,NOTABU,2,213,0
 right.. disgusting i can’t tell if these acc is a man or woman but he/she is sick.,EXP,1,83,0
this guy is a disgusting little perv maga url,EXP,1,45,0
where is my maga cap? url,NOTABU,0,25,0
 thank you for signing sb10 and for your leadership at the climate summit please also sign the gun control legislation on your desk this is another area where california should lead the nation.,NOTABU,0,193,0
 ever get the feeling these people do not live in the same universe as we do?,NOTABU,0,77,0
the dog is on the hunt maga url,NOTABU,0,31,0
 every one of them is more rank than she is and she's pretty rank so i guess they all outrank her...,NOTABU,0,100,0
 she is a republican do you actually expect any different and as far as her calling the opposition money a bribe she should be used to that by now bribes that is,IMP,0,161,0
 lol!! i hadn't heard that i saw the guy who set fire to them before taking them off though now levis will be for gun control will people set fire to their jeans will they remember to take them off first?,NOTABU,0,204,0
kavanaugh this is the common use of guns . the conservatives and their prays of dead url,NOTABU,0,88,0
 she is dickmatized,EXP,1,19,0
 all i have to say is i tastethebarbierainbow amp facial expressions were everything i see you roman this video was legendary you are a fucking icon barbiedreamsvideo url,NOTABU,2,170,0
 you are my help,NOTABU,0,16,0
 it isn't news that conservatives really hate our rights and freedoms.,NOTABU,0,70,0
 yes but it doesnt help with the made up stories about him he shouldn't of called football players sob but he is right about illegal immigration we can't support the entire nation rules needs to change.,EXP,0,202,0
 he is way more creepier and says way more stupid things url,EXP,1,60,0
 what type of common sense gun control ideas would you propose?,NOTABU,0,63,0
 the really frightening thing is that plenty of antifa are stupid enough to believe this is true i'd put a bet on the first one to try it being a woman antifa they seem to be the most stupid and more willing to vitue signal their way into an early grave.,EXP,1,254,0
 how do you know she is not credible?,NOTABU,0,37,0
 i miss u,NOTABU,0,9,0
 so sad taketworeferenceswithmoniqueandchloe x,NOTABU,0,46,0
 character assassination and intimidation are two of the favorite weapons liberals use against those who do not agree with them some(like ms waters promote violence amp support antifa who has actually stated they want to kill trump and his supporters) skeptical .lol ,NOTABU,0,267,0
 sshh she is lying😏😅😭😂,NOTABU,0,22,0
 eirc holder a friken idiot,EXP,1,27,0
the child-rape assembly line url via we cannot trust a catholic priest we cannot trust a jewish rabbi why do we let these people have secrets greatawakening maga ,IMP,0,162,0
 f the nfl url,NOTABU,0,14,0
presidenttrump was elected because we are so very tired of destructive dems we're look for strong conservatives like treygowdy url,NOTABU,0,130,0
 some people are talking crap about serena questioning her maturerity and justifications of her action if you never get burn before you will not know how it feels to get burn serena knows it she has seen it she is tired of so she is speaking out and it is an issue.,NOTABU,1,265,0
" amp may need to end the stigma of living in b&amp;b by allowing councils to build more affordable social housing.""",NOTABU,0,115,0
 come eat me 😍🍽😖,NOTABU,0,16,0
 because you advocate for -gun control mass immigration -cultural marxism you’re a tool for jewish globalists,EXP,0,109,0
 then you must condemn antifa and blm who spew hate and fear toward the police,EXP,1,78,0
 saudi dispute with canada may lose business,NOTABU,0,44,0
 antifa is banned by the central commitee for they are not proper socialists more pinko then red.,NOTABU,1,97,0
 highly doubt that even if they take back the house there are a great many dems that don't want her back as speaker.,NOTABU,0,116,0
 whatever u may say you are not coming in 019,NOTABU,0,45,0
 just the fact that stopkavanagh repeatedly attempted to block the abortion for an undocumented immigrant which she wanted tells me he is unfit to serve on the supreme court we don’t need a person who cherrypicks what laws will or will not be respected ,IMP,0,253,0
 lmfao 🤣🤣 deadass,NOTABU,0,17,0
 his staffers should remember that trump is in favor of using enhanced interrogation techniques.,NOTABU,0,96,0
" that isn't at all plausible tories and labour have access to that building more tories have a problem with her than labour and there are more tories it could have been a leftist but there are more tory suspects you are pretty abusive for someone arguing the left are abusive""",EXP,1,276,0
 if you speak spanish ms-1 muslim terrorist black person should've complied hold a dissenting opinion emotional snowflake gun control nazi republican putting people in internment camps patriot think you leave your human rights at the boarder patriot i'm tired,NOTABU,1,259,0
 steroids and pills mixed in with their alcohol that is a little bit of a big nightmare or bad dream right there.. anti-suicide laws and gun control license for each gun please walks into a cop station url,NOTABU,0,205,0
" endorses felons ah yes and who are felons most likely to be??? this shit reminds of when bernie said chicago was different to vermont in regards to what gun control was needed.""",NOTABU,1,178,0
     this lady is a grade a idiot or a complete and total liar i have called her on most of her bullshit anyone with half a brain knows what she is spewing is crap.,EXP,3,164,0
 😂😂😂😂😂😂😂😂😂😂 is this a joke?? cause its funny af 😂😂😂😂😂😂😂,NOTABU,0,55,0
 beto is for gun control!! in texas that don’t hunt he is a liberal just like picante sauce from new jersey remember the alamo keep texas red 🇸,NOTABU,0,143,0
 ford is a liar amp a ultra left wing radical working with george soros amp others such as antifa amp the dem party has known it all along.,EXP,1,139,0
  followed all patriots that i wasn't already following pls follow back thanks for a great list of trumpsters maga patriotsunite,NOTABU,0,128,0
 he is a cancer though suspended for like years and then is late to practice when he’s able to play again can you blame them for cutting him when they suck anyways?,EXP,1,164,0
 just make sure you have another one to march out there when this one gets laughed at ok think ahead liberals or should we just back off because she's a female?,NOTABU,0,160,0
 matthew you are a lefty genius go live in syria assad is a much nicer guy than trump u will like it there lots of human rights no racism no sexism tell us how u get on 💩💩 ,IMP,1,172,0
 friggen crook.,EXP,0,15,0
 and democrats want an open border and gun control...🤣🤣😅,NOTABU,0,56,0
 and the only people who actually watch the emmys are low intellect liberals and crackheads.,NOTABU,0,92,0
 conservatives have never cared about women or minorities.,NOTABU,0,58,0
 they will try don’t want attention on released fisa documents,NOTABU,0,62,0
 most liberals know deep down that it's oppressive and misogynistic but that's better than being a racist islamophobe which is what you are according to liberals if you dare speak out against it this is how low the standard for debate is on topics like this.,IMP,0,258,0
 antifa doing the lords work antifaschismuswirkt,NOTABU,0,48,0
 i think we can get the picture in that one 😢,NOTABU,0,45,0
 he is such an a-hole sad.,EXP,0,26,0
 noticed she’s a blonde fits the conservative mold i don’t know why conservatives are obsessed with blonde hair and internet addiction.,NOTABU,0,135,0
police pay rise  crisisinpolicing policingincollapse tories amp theresamay hatred of police lbc url,NOTABU,0,99,0
 ooooh she is beautiful ! o,NOTABU,0,27,0
 the only ones building on hate and division right now are the dems and their enforcers antifa and naxine watters.,NOTABU,0,114,0
win a  shot rotary polish flare launcher rga-8 url maga molonlabe nra a firearms,NOTABU,0,80,0
 y’all bet your sweet bippy i am thank u),NOTABU,0,41,0
 love the liberals that troll ann coulter.,NOTABU,1,42,0
 omg he is so cute！！which video is this gif come from？,NOTABU,0,54,0
 she is by far the most pretentious little try-hard housemate in there this year so cringeworthy bbuk,EXP,2,101,0
 but google can give beijing every americans phone number you’re kidding me right maga 020,NOTABU,0,90,0
 what about you and your antifa son are keeping your trap shut about that.,NOTABU,0,74,0
 she is lmao,NOTABU,0,12,0
 you know who didn't have any allegations on his record brett kavanagh until one week ago when the democrats thought it up but i'm sure any democrat nominee from now on will have someone in their past come forward and i hope the liberals are happy for bringing lowering us,NOTABU,0,272,0
 it'd thank you more if you accepted sunblock when your wife offers it p,NOTABU,0,72,0
 when will people support gun control that's more important don't you care about humans life no,NOTABU,0,95,0
 from his couch.,NOTABU,0,16,0
 bitch better serve,EXP,1,19,0
 who kerry?,NOTABU,0,11,0
 goth if u don't mind how u vet to 3 i'm currently stuck at 1 and done my powerful gear,NOTABU,0,87,0
 i tried to remember i don’t under your joke i lobe conservatives like yourself because your so inept.,EXP,0,102,0
 ay ur flies open in pic ,NOTABU,0,25,0
1 hotel guests killed in corpus christi with mm ruger p89 the nra calls gun control research unethical'.,NOTABU,0,104,0
 crooked,NOTABU,1,8,0
 combined iq 6,NOTABU,0,14,0
 says the uk doesn't diagnose cancer early enough he hopes trials of special diagnostic centres will help in the future url nhs7 url,NOTABU,0,132,0
 get through a sentence without laughing challenge,NOTABU,1,50,0
 have we become angels? best,NOTABU,0,28,0
  drop rn so i can procrastinate more,NOTABU,0,37,0
 she is a walking talking lie. that’s why.,EXP,0,42,0
 come on nicco had excuses not to fight shev twice already and then  hrs from fight can't make weight she is not a champ heck she was a tv show champ at best,NOTABU,1,157,0
 you are the racist serenas outburst and pure hate was the worst i've seen in tennis,NOTABU,0,84,0
" i don't know where he is he is often gone without telling me where he goes to. he shrugs his shoulder ""why don't you go to your girlfriend?""""",NOTABU,0,142,0
 ever notice how the liberals kick the can down the road to when they won’t be in power where was this the last years?,NOTABU,0,118,0
 yogi bear nick amp nickelodeon foodnetwork hgtv ancient aliens hallmark channel next channel to surpass cnn in ratings espn,NOTABU,0,124,0
 get him off what lol you better wake up and look around you liberals want anarchy and no laws and to keep giving away your hard earned money to people who refuse to work then they sit back in their big gated houses in their lily white world and forget all about you ,NOTABU,0,267,0
 stop saying this shit you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought i was happy but deep down i wanted to end it all but i didn't let depression beat me i kept fighting.,NOTABU,1,276,0
 crush antifa that is all.,NOTABU,0,26,0
 because cheat if you have to just win at any cost is the new motto and maga amp shit.✊,NOTABU,1,87,0
 natural selection at its finest.,NOTABU,0,33,0
 you guys really just did this on cue... maga mkultra,NOTABU,0,53,0
 really he is the only president that has been so hands on when it comes to these catastrophes i don’t see how he has time obama and bush never did that sorry dems......lose again.,NOTABU,0,180,0
 winforus antonio we're with you maga,NOTABU,0,37,0
 stands with pedophiles not the soul that stands with the people that were harmed for life how can he say he's a man of god?glad day he'll be held accountable he needs to be removed i will never enter a catholic church again until church swamp cleaned.,NOTABU,1,252,0
 antifa is the modern day kkk funded by the demarat party..,NOTABU,0,59,0
 she worked for before he fired her for her comments on the view she is inconsistent all over the damn place.,EXP,1,109,0
energy independence a bi-product of donald trump's relentless pursuit to maga url,NOTABU,0,81,0
" obama claims robust economy belongs to him and pelosi blames bad economy on trump these dem dolts are schizo.""",EXP,0,111,0
 orin hatch was born in 934 he is  years old he is completely out of touch and will not be around to see or to be accountable for his actions this is why we need term limits!,NOTABU,0,174,0
 wasn't lois c.k's issue asking inappropriate questions so he is being put into the same category as racists people who assault others sexually . seems a bit over the top if that's the case i remember when we used to use the law to decide a persons guilt punishment.,NOTABU,0,266,0
  followed all patriots please follow back maga 🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,NOTABU,0,69,0
 you should collab with he makes minecraft and fortnite videos he is really nice and so fun you should try it!,NOTABU,0,110,0
 not to mention that jim seriously has a medical condition what an sjw tactic to take sargon seriously has become what antifa is ,NOTABU,0,129,0
 still thinks she matters.🙄😆😂,NOTABU,0,29,0
 the films with bale in got sucky as they went along so what you’re saying is that batman begins was better than the dark knight and dark knight rises your comment makes no sense therefore you are invalid,NOTABU,1,204,0
 you are a fascist pig now go report my to your shitty twitter so i will be removed.,EXP,2,84,0
 she is gorgeous,NOTABU,0,16,0
 i think its because he is remaining this pure sweet thing,NOTABU,0,58,0
 you think they’ll get violent antifa already is.... i do agree it will get worse that’s why we all need to learn self defense and get concealed carry approved w/insurance.,NOTABU,0,172,0
 so what ur saying is that it is in fact chicken shit and you are eating chicken shit url,EXP,1,89,0
 i blame for inciting violence and she should be held accountable she is a despicable disgrace.,EXP,1,95,0
 my sister is in g’ville says she is going to text you,NOTABU,0,54,0
 here she is....... url,NOTABU,0,23,0
 liberals with their lies again.,IMP,0,32,0
" police state tyrant liberals love the word dangerous when gaslighting their sheep.""",NOTABU,1,84,0
 it to t dd,NOTABU,0,11,0
 obama will be remembered as the man that destroy libya imagine if mi or cia give blm or antifa guns and wages war vs trump then they control the msm and say trump use chemical weapon to legalize their coup the blood is on obama hand.,NOTABU,0,234,0
 i apologize if you inferred i was calling you antifa i was qualifying one of my many reasons for owning an arsenal.,NOTABU,0,116,0
 i think he was black but thank god the police here behaved professionally she is scary!,EXP,0,88,0
" arms were/are to be regulated by law—those regulations aimed at near-universal armament/training with contemporary military grade design arms personally owned/possessed amp kept in the home—by the people a that is constitutional gun control"".""",NOTABU,0,244,0
 lmao the world league viewership compared to league of legends or overwatch or cs:go main issues are that the format is shit and the game is on console so you need to fix one of them console could be turned into an advantage uf u capture the attention of joe shmo,EXP,1,264,0
 he is past his sell-by date.,NOTABU,0,29,0
 and these weasels are smiling?,NOTABU,0,31,0
ad 745 jacobite rising of bonnie prince charlie,NOTABU,0,47,0
 lol 🤣 every gf and ein track whole ass album pahh,NOTABU,1,50,0
5 high school students murdered in texas with mm taurus semiautomatic the nra calls gun control research unethical'.,NOTABU,0,116,0
 somehow i doubt that statistic you just made up in your head url,IMP,0,65,0
 fuck you.. if she dare then why didn't she choose any other granth .haha  m sure she is looking for some publicity. bible or kuran whatever her intention was but she done a drama may be she want to start any business that requires public intention.,EXP,1,249,0
     has to with the revelations of what the liberals have been up to url,NOTABU,0,73,0
 the framers of the constitution were primarily white anglo-saxon men so what might that tell us about modern day anti-federalists and the antifa movement and the extremes they might go to url url,NOTABU,1,196,0
 ngl it looks good but the pineapple is pissing me offf,NOTABU,1,55,0
 since we are a republic.....no maga,NOTABU,0,36,0
 he’s made a gun control shift as well check his talking points from last cycle.,NOTABU,0,80,0
timesuptwitter pro-life organization president slams twitter for bias url newsmax via ,NOTABU,0,86,0
 as if....,NOTABU,0,10,0
 guess the robber didn't know about all of nyc's gun control laws,NOTABU,0,65,0
 how can pelosi be speaker she is mentally impaired,NOTABU,0,51,0
levi-straussdoublesdown on gun control push url url,NOTABU,0,51,0
 morals you mean like aborting an infant falsely accusing people antifa violence censoring free speech on campuses looting lying as you fill the deep state those morals?,IMP,1,169,0
 google and twitter are monopolies they need to be broken up by the government.,NOTABU,0,79,0
 🙃☹️ absolutely liberals are upside down!,NOTABU,0,41,0
 she is so right!,NOTABU,0,17,0
 about as high as he is,NOTABU,0,23,0
" i don't agree i prefer gun control"" gun safety shifts the debate into a lane that they prefer don't give an inch.""",NOTABU,0,115,0
 he is dead so um irrelevant amp he was murdered.,NOTABU,0,49,0
 she wasnt abused she is lying,NOTABU,1,30,0
 fascist always control the media.,NOTABU,1,34,0
 the are the party of violent liberal antifa with their kkk hoods beating up strangers they know nothing about they should have stopped that a long time ago amp quit funding it i have trouble believing anything they say or that they actually care about any of their causes.,NOTABU,0,273,0
 holy shit he's a prophet,NOTABU,1,25,0
 what do you mean by not for  years i recall relatively recent local gun control laws being overturned by congress am i misremembering?,NOTABU,0,135,0
 he is about as useless as a tit on a hog just saying ,EXP,2,54,0
 it’s funny what you conservatives consider facts url,NOTABU,0,53,0
 still better than spanish it's so fucking boring and the teacher grades us based on how sexually active we are ,EXP,2,112,0
 why people who are a particular leaning? this implies that there is a specific effort against conservatives which i have not seen any actual evidence of presidential tweets and cherry picking tweets do not count),NOTABU,0,213,0
 you don't put this much thought into antifa goons ripping downtown seattle apart every holiday,NOTABU,0,95,0
 there are more good people than criminals if the good people are armed the criminals won’t stand a chance in the usa the cities with the highest violent crime rates are those with the strictest gun control the swiss are all armed and trained violent crime is rare.,NOTABU,0,265,0
 deplorable is an understatement he is just as his supporters are .. i don't even have a word. it's just time to end this to end it  impeach imprison execute what even the harshest penalty imaginable that animal deserves it,NOTABU,1,223,0
 as per my friends that were correctional officers in corcoran state prison..yes he is.,NOTABU,1,87,0
 but really....well hold on let me go comment on some girls photo with her boobs hangin out ,NOTABU,0,92,0
tcot maga complacency kills vote in november url,NOTABU,0,48,0
trump is making america great again via url,NOTABU,0,43,0
 yee yee,NOTABU,0,8,0
 the judge and some other guy need to come out and say they are lovers and have been since high school that would really fuck with liberals ,NOTABU,1,140,0
 trump does not understand his job trump will go down as the most successful and obama and his entire admin as most corrupt,NOTABU,0,123,0
 junior was more accomplished and charming this week.senior admonishment by pc at conclusion was correct today no need for people to be there beyond 700.wheels of justice are grinding small.but typical w/s distortion they should have all just been allowed bite at that cherry,NOTABU,0,275,0
 farther not further.. maybe you should study english and quit playing in the journalistic limelight!,NOTABU,0,101,0
 antifa gets to stay on twitter but the proud boys are banned life isn't fair don't be a victim.,NOTABU,0,96,0
 sareena was wrong to behave like this that is not racist just truth i do not want my children watching this behavior.,EXP,0,118,0
 except when it comes to tyrone woodley lol you ate your words eh dan  mins about how great till was and why woodley wasn't that great what happened bud some fucking expert 4-1 stfu dan hardy.,EXP,1,192,0
-he is the sweetest i swear💖,NOTABU,0,28,0
 who would buy a book written by such a total classless porn star i’ll tell you who democrats and liberals,IMP,0,106,0
maga   something's fishy with kavanaugh he is not supreme court material  morally insufficient url,NOTABU,0,98,0
 a hypocritical stance.,EXP,1,23,0
 you'll be lucky he'll be hiding from his constituents in hull or some other lesser known part of rossendale and darwen.,NOTABU,0,120,0
 i’m not sad i’m fucking angry.. angry that the gop is embracing fascism my grandfather was antifa from 942-1945 i’m following in his footsteps his friends didn’t die in vain for nothing url,EXP,1,190,0
 about  of them motherfuckers ️,EXP,0,31,0
 you are amazing you fill our days with light don't ever change love from your irish fan.,NOTABU,0,89,0
" it's like saying if you don't adhere to what krishna says you are a muslim. there are other religions out there and there's also atheism the lack of any beliefs it's not that simple to know what a person thinks based on his doings/non-doings.""",NOTABU,0,244,0
 do we dare say he is.. better than nyjer?,NOTABU,0,42,0
 dan rather supplied her with unimpeachable documentation and she is just waiting for snopes to verify it for her.,NOTABU,0,114,0
 you are not dumb url,NOTABU,1,21,0
 omg what fuckin kind of this beauty tt,NOTABU,0,39,0
 maybe he thinks he is.,NOTABU,0,23,0
 another sheep led to the slaughter the left are eating there own!,NOTABU,0,66,0
 but the liberals do,NOTABU,0,20,0
" probably worth noting that the vast majority of the privileged voters she is so nauseated by are overwhelmingly seattle liberals...guess they just aren't pure enough for some...""",NOTABU,0,179,0
 need to come out amp say if we’re headed for a no-deal in october then must call a general election that’s the only people’s vote we need if people want a no-deal they can vote for the i don’t think people do so vote ,NOTABU,0,218,0
 i think we should be going after sen feinstein if she really cared she would not have sat on this issue and made it political she is using you like all democratic power seekers be careful who you sell your soul too,IMP,0,215,0
 what you are doing is so moving and i appreciate everyone!,NOTABU,0,59,0
     now do black lives matter and antifa.,NOTABU,0,42,0
"     lol anglo-saxons most of you are a melting pot of ethnicities...""",NOTABU,0,70,0
 let us all return to bouncer school.,NOTABU,0,37,0
 you are the worst,EXP,0,18,0
 i dropped him post-suspension he is back in our good graces!,NOTABU,0,61,0
 i am jealous i would love to work in the white house with these fine people hell i would dust the window's just to be a part of this fabulous time and team god bless you all maga,NOTABU,1,179,0
 this is because japan have a pm with common sense amp foresight they do not pander to muslims like may does tory political suicide g.e 02 url ex tory,NOTABU,0,150,0
 why are they searching this mans home he is the one they shot?who cares if he had a little weed it is a red herring,NOTABU,1,116,0
  i follow all these maga patriots 🇸❤️got a few new ones ️🇺 url,NOTABU,0,63,0
no i respect him for sticking up for his wife but let's not forget that he's running around screaming maga amp said slavery sounds like an option to him url,IMP,0,156,0
 and so what and who cares?,NOTABU,0,27,0
 democrats continue to attack amp smear conservatives their latest victim brett kavanaugh this tactic is right out of saul alinsky playbook don’t fall for it! confirmkavanaughnow ,NOTABU,1,179,0
 patrick ass??,NOTABU,0,14,0
 ik never did he is liar.,EXP,0,25,0
 hi would you come to england and have time of your life you want be disappointed i will give you a orgasim like nothing you have gotten probably in your past life i will make you piss yourself many times as you like so if you are interested call or inbox me 740507715 whatsapp,NOTABU,1,277,0
6  sixty year old man .... she is fine url,NOTABU,0,42,0
 cannot contain himself that is why he is unwelcome at a school without an escort and a hall pass) he is well behind his opponent in his re-election campaign can't work well or play well with others it's time for a change district d,IMP,0,232,0
 'unintentionally u fukin pedo.,EXP,0,31,0
 it's clear that trump is president and hillary still can't accept that too bad ause he's there for more years maga,NOTABU,0,115,0
 doing soooo much better than the big zero and his losers,NOTABU,0,57,0
 in the criminal world of the democrats amp liberals this is exactly how it works!!,NOTABU,0,83,0
 hey sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of congress don't open your mouth it's extremely stink.,EXP,4,140,0
levi strauss takes stand on gun control url continuous news missoula amp western montana url,NOTABU,0,92,0
 she is so beautiful 😍😍,NOTABU,0,23,0
we don't need more elitist in government trump maga url,NOTABU,0,55,0
 she has no credibility lives in a  million mansion and associates with antifa who would stab her in the back anyway.,NOTABU,0,117,0
 wow you guys just beat a dead horse don't you you don't look at what good the nra has done at all because of the failure of broward right or is it antifa that you fancy?,NOTABU,0,170,0
 i'm wondering how he is going to keep those leaves on,NOTABU,0,54,0
 reckon he is upset about wacky wednesdays because the boys told him it was absolutely going to be a mad monday this time?,NOTABU,1,122,0
 limousine liberals.,NOTABU,0,20,0
 omg no you have no idea wtf you are saying it’s like a pink sheet stock that keeps reverse splitting will eventually be worthless to everyone but hey may keep dreaming we all need dreams.,EXP,1,188,0
 he does have a magic wand and he does know what to do.,NOTABU,0,55,0
 what's maga stand for my attorney got arrested 🤣,NOTABU,0,49,0
 please tell me this will be streamed somehow you are going to absolutely wipe the floor with totally an actual human ted cruz.,NOTABU,0,127,0
 fbi and doj lawless why so many guilty pleas and cooperation sure is strange all of trumps campaign is going down in a first ball of flames yet conservatives still fail to admit the unprecedented level of corruption by gop and make the needed corrections sad,NOTABU,0,259,0
 get away from these lying toxic people!,EXP,1,40,0
 you just justified their not only using violence but the instigating it what if i use a similar justification and say they hate americas and wish to violate my to rights end antifa and its ideology and end people trying violate my rights and destroy my country,NOTABU,0,261,0
 i cited the constitution that’s not good enough for you?,NOTABU,0,57,0
 true but the constant talk from the left about common sense gun control every time and yet not one valid proposal,NOTABU,0,114,0
 biggest corrupt lying piece of s*** there ever was!,EXP,1,52,1
 i bet she thinks you liberals abused here when you told her it was just an op ed not a photo shoot.,NOTABU,0,100,0
 george soros antifa people url,NOTABU,0,31,0
 what the fuck is wrong with you?,IMP,1,33,0
" by saying they eat my dogs in correlation to bts you are automatically relating asians to dog-eaters"" you know that bts doesn't eat dogs so your comment was obviously meant to convey hate.""",NOTABU,0,190,0
 hey bee itch you will be indicted and will go to gitmo,EXP,0,55,0
 the ironic part about this tweet is that the model in this gif teased a darkskin model for her natural c hair,NOTABU,0,110,0
 she is a terrible person.,EXP,0,26,0
 who needs courts when you have clairvoyant liberals.,NOTABU,0,53,0
 because gutierrez is corrupt and so are the unions there.,EXP,0,58,0
 who cares what thiswacko does not news!!,NOTABU,0,41,0
" maga . oh . and fvkk you judge kavanaugh's no more ambitious than some old muttafuttah like you who's been in gd senate for the past millenium.""",EXP,0,145,0
maga...retweet this over and over ..he has deleted the tweet but let's let him know we have it url,NOTABU,0,98,0
 you are hands down the best principal ever lt; stay safe during this hurricane ily ,NOTABU,0,84,0
 yep they had to produce this article to shut up the liberals.,NOTABU,1,62,0
 and i will need to relocate,NOTABU,0,28,0
 accurate numbers be damned eh let's pretend that hard working entrepreneurial tax paying canadian conservatives are as gullible as the trump base i'm sure they don't mind having their intelligence insulted at all.,NOTABU,1,214,0
 i just binged watch seasons - in days i need more if you have not seen this show you are missing out it’s fantastic! cowboywayal faithcattleco godfirst loveurfamily bubba cody booger 💙💙,NOTABU,1,186,0
 her or someone similar. pm me if you want to talk to jrm face to face btw,NOTABU,0,74,0
 besides she’s a leftist celebrity we never use death threats at least good conservatives like you and me...,NOTABU,0,108,0
" don't forget the deletion of all of her social media no doubt anti-trump pro antifa) why is no-one asking why she cannot fix a year or day are they genuinely that gullible she had one beer and somehow ended up in a bedroom implausible.""",IMP,2,237,0
 everything is a crisis for these conservatives the only real crisis i’ve noticed is the complete destruction of the conservative party.,NOTABU,0,136,0
 i hope ask about the deep state and swamp creatures undermining president’s agendas and latest video,NOTABU,0,101,0
 i would be surprised if she is even on tomorrow,NOTABU,0,48,0
 wonder if donald jr is next?,NOTABU,0,29,0
wow...the best ppl i am connecting with...maga..kag...thanks to all of you...xoxo,NOTABU,0,81,0
 no they aren’t they have all said she could speak in or out of the public amp she should be heard stop spreading lies of course u liberals think u should just ruin his life with no evidence,NOTABU,0,190,0
 get your point but not sure how many years they were in different districts total but teams in same district can still meet up in semis in the old district format from 002-2017 in fact a district runner up won the a football title a year ago.,NOTABU,1,243,0
 so wait why were the robots there?,NOTABU,1,35,0
 i’m going to save liberals the work and go ahead and put myself in the misogyny and racist jail before i retweet this gem url,NOTABU,1,126,0
  he calls him wil because he knew him because he is old.,NOTABU,0,57,0
" this women is a vile example of the far left lunacy she is using the alinsky rules for radicals handbook. no matter what u have to do lie,steal,use violence etc u must destroy the conservatives they lack character amp have no moral code.""",EXP,2,239,0
 you are two nutcases obviously url,EXP,0,35,0
 /xd well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane i think you already seen that from certain things i posted xd but hey at least she's only insane to bad guys!,EXP,2,218,0
 gee double standard over here the left call them heroes.,NOTABU,0,57,0
 bad bytches prolly got some fucked up attitudes so this oughta y’all y’all ya looks only carry you so far 🏾‍♂️,NOTABU,1,111,0
 can it kid,NOTABU,0,11,0
 i made my position clear with the principal...that clearly he is used to dealing with young adults my son isn't mentally i would ask they check before sending me that msg again i think my likeness is a dart board in the staff lounge,NOTABU,0,233,0
 yay look at the liberals complaining yet again!,NOTABU,0,48,0
 they should consider gang squad units they should consider controlling the dope epidemic they should consider a lot of things but the loosing left would disagree and just scream gun control,NOTABU,1,190,0
 why do they thing liberals don't own guns we don't spend our life savings on them.,NOTABU,0,83,0
  cities with a total of  people attending,NOTABU,0,42,0
 antifa is always igniting fighting and violence with the right therefore they are you blm is mostly peaceful are you kidding me do your research geez url,NOTABU,0,154,0
robertsrooms supporting open border candidate austin petersen sells out maga for payoffs url,NOTABU,0,92,0
 that does not change the fact that muslim linda sarsour deliberately sows hate and division she is a fraud who pretends to support women's rights does she protest islam's discrimination of women no.,EXP,0,199,0
scottish running out of excuses and lies to justify her position url,NOTABU,0,68,0
 you are an amazing genius,NOTABU,0,26,0
 you're stripping americans of citizenship attacking the poor again as well home births being more affordable my little niece was born at home unplanned drama she is 4th generation proven native you're going to challenge her citizenship url,NOTABU,0,240,0
 but as a sidenote i don't categorize all ppl on the left as far left antifa thugs etc far from and i don't condone any effort to perpetuate such behavior.,NOTABU,0,155,0
 you said gun safety laws funny you mean gun control agenda your staffers must be editing your shit these days kudos to the minions.,NOTABU,1,132,0
 fake news ,NOTABU,0,11,0
 omggggggg she is everything and more 💖,NOTABU,0,39,0
 what?,NOTABU,0,6,0
 i fully cant remember hes just always gettimg himself into shit like he never stops causing government based chaos i wish he would calm down,IMP,1,141,0
 maybe not where you are.,NOTABU,0,25,0
 you are beautiful url,NOTABU,0,22,0
 are you saying they’ll become another victim of the clinton’s?,NOTABU,0,63,0
 fake news,NOTABU,0,10,0
 because she's an idiot maga,EXP,1,28,0
